Control vs. Low dose						
WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chrIII:186948:188131:mxl-2:WBGene00003510	1292,470673	0,393354684	0,106592482	3,690266664	0,000224019	0,009826971
chrIII:2562916:2563983:Y54F10AM.11:WBGene00021853	226,6107902	0,80994539	0,219707591	3,686469752	0,000227386	0,009930984
chrII:11547516:11558766:F54D5.7:WBGene00010052	3507,168886	0,292516875	0,079352748	3,686285363	0,000227551	0,009930984
chrIV:6603957:6606190:nstp-2:WBGene00017480	2282,595787	0,452618855	0,122840363	3,684610215	0,000229053	0,009966184
chrIII:631940:634626:fem-2:WBGene00001412	1858,761294	0,487257388	0,13225997	3,684088138	0,000229523	0,009966184
chrX:1982709:1982883:linc-6:WBGene00219700	698,7984738	0,847488943	0,230224003	3,681149363	0,000232185	0,010056253
chrIV:14981608:14996318:atln-2:WBGene00012763	566,6507837	-0,692447404	0,188181702	-3,67967447	0,000233532	0,010089049
chrIII:6338505:6339996:let-767:WBGene00002891	3839,93582	0,415194617	0,112875303	3,678347743	0,00023475	0,010116118
chrX:12219659:12222745:cest-8:WBGene00007691	535,1621195	-0,512968833	0,139507842	-3,676989228	0,000236003	0,010144571
chrII:6246356:6247219:T24H7.3:WBGene00020782	954,8453943	0,582524028	0,158508028	3,675044333	0,000237808	0,010196545
chrIV:12135073:12138193:B0001.4:WBGene00007089	1339,912272	0,367281547	0,099987198	3,673285713	0,000239451	0,01024134
chrV:9966382:9976226:unc-41:WBGene00006777	2311,127881	-1,007056696	0,274220511	-3,67243388	0,000240251	0,0102499
chrIV:14715799:14720440:lgc-8:WBGene00013338	21,01723667	-0,872822135	0,237762013	-3,670990682	0,000241612	0,0102499
chrIV:4152458:4154077:R07C12.1:WBGene00019931	34,83122522	-0,808457571	0,220290074	-3,669968214	0,000242581	0,0102499
chrV:11571638:11572986:H12C20.7:WBGene00305173	164,0074073	0,920937498	0,250988128	3,669247257	0,000243266	0,0102499
chrIV:10155774:10156771:ttr-54:WBGene00011774	294,3078262	0,692668313	0,188780129	3,669180204	0,00024333	0,0102499
chrV:4034475:4036024:C49G7.7:WBGene00016785	12,09486163	3,06223642	0,834678832	3,66876013	0,00024373	0,0102499
chrI:3293134:3294356:W01B11.6:WBGene00020917	391,6431753	0,830141147	0,22628044	3,668638548	0,000243846	0,0102499
chrV:12191518:12192177:dpy-30:WBGene00001088	8739,739446	0,502406901	0,137003521	3,667109411	0,000245308	0,010286095
chrI:15050796:15052420:zipt-1:WBGene00009286	1788,442902	0,604598369	0,165087483	3,662290805	0,00024997	0,010425824
chrIII:9558668:9559435:C48B4.7:WBGene00008170	335,4006325	0,722086647	0,197177954	3,662106403	0,00025015	0,010425824
chrIV:10224022:10226342:nas-12:WBGene00003531	381,0795143	-0,487023941	0,133014253	-3,661441767	0,0002508	0,010425824
chrIII:6309363:6320871:gar-2:WBGene00001518	610,1479161	-0,54553744	0,149008476	-3,661116825	0,000251118	0,010425824
chrI:8615387:8616420:cfim-1:WBGene00009668	1921,746486	0,345995542	0,094520434	3,660536956	0,000251687	0,010425824
chrX:13416077:13418223:C29F7.2:WBGene00007811	2085,61165	0,262655429	0,071768553	3,659756491	0,000252455	0,010432369
chrII:11588463:11592060:F07A11.1:WBGene00008545	198,6860856	-0,689453741	0,188471243	-3,658137606	0,000254055	0,010473173
chrII:4320835:4321654:Y52E8A.2:WBGene00021795	392,8020041	0,866472763	0,237109337	3,654317345	0,000257867	0,010604787
chrV:7060810:7062816:Y57E12AL.1:WBGene00021956	4436,362391	0,360455844	0,098656461	3,653646605	0,000258542	0,010607044
chrI:6592468:6598928:F48A9.2:WBGene00018582	837,193127	-0,499503057	0,136755812	-3,652517938	0,000259681	0,010621356
chrIII:12871037:12874654:mrg-1:WBGene00003406	6998,558415	0,366442339	0,100338193	3,652072338	0,000260133	0,010621356
chrX:6479444:6484880:gar-1:WBGene00001517	165,4667906	-0,698915503	0,191545382	-3,648824609	0,000263443	0,010730907
chrX:13472154:13475925:tre-4:WBGene00006610	95,27597898	-0,551735315	0,151318482	-3,646185895	0,000266161	0,010790224
chrV:3193385:3195002:Y73C8B.2:WBGene00022259	1364,538092	0,309491713	0,084893071	3,645665153	0,000266701	0,010790224
chrIII:13018934:13020226:col-98:WBGene00000673	475,1961223	1,551841575	0,425744491	3,64500682	0,000267385	0,010790224
chrIII:4776186:4778098:B0393.7:WBGene00007172	152,8470887	-0,774656761	0,212527552	-3,644970987	0,000267422	0,010790224
chrII:6123808:6125424:C29H12.2:WBGene00016235	3722,431664	0,47866534	0,131352768	3,644120706	0,000268307	0,010800481
chrII:5497283:5498256:suex-1:WBGene00017396	11,18573452	2,024903441	0,555871382	3,642755332	0,000269735	0,010815567
chrV:11237431:11238959:dvc-1:WBGene00011834	1210,719266	0,474287681	0,13021733	3,642277727	0,000270236	0,010815567
chrI:14822049:14823996:ubc-16:WBGene00006711	1371,301411	0,377777172	0,103738989	3,641612227	0,000270936	0,010815567
chrI:8036942:8039768:ath-1:WBGene00010564	3896,726406	0,65434348	0,179718038	3,640944939	0,000271639	0,010815567
chrIV:9019167:9020942:C53D6.4:WBGene00008281	864,0868476	0,421526423	0,115780053	3,64075168	0,000271843	0,010815567
chrIII:5597943:5600058:C05D2.10:WBGene00015470	5504,173926	0,3716938	0,102122322	3,639692032	0,000272964	0,010834973
chrII:3343704:3344967:bath-28:WBGene00017461	241,4535507	0,641215391	0,176276503	3,637554527	0,000275239	0,010884053
chrI:7389048:7395918:sol-1:WBGene00004944	533,6284921	-0,402351455	0,110617091	-3,637335348	0,000275473	0,010884053
chrIV:9316638:9318632:rpn-7:WBGene00004463	4458,29423	0,332324527	0,091382174	3,636645022	0,000276212	0,010888105
chrI:5657916:5658712:mff-2:WBGene00018894	808,0875628	0,67623296	0,185999236	3,635676	0,000277253	0,010903995
chrX:13223636:13224712:skr-19:WBGene00004825	4191,189305	0,491961126	0,135344169	3,634889706	0,0002781	0,01091222
chrIII:7377850:7379045:T20B12.7:WBGene00020604	10096,56966	0,478969234	0,131799581	3,634072506	0,000278982	0,01092181
chrX:4890220:4892332:T07F12.2:WBGene00020322	529,1707497	0,489996688	0,134958077	3,630732595	0,000282618	0,011014921
chrV:7566231:7570390:clec-212:WBGene00017603	106,4939897	0,990231045	0,272737979	3,630704641	0,000282648	0,011014921
chrX:7030238:7036084:cest-19:WBGene00020125	476,5550704	-0,496126285	0,136670099	-3,630101172	0,00028331	0,011015614
chrI:8636122:8637126:cpn-1:WBGene00000777	1047,046328	0,517940645	0,142723932	3,628968432	0,000284556	0,011038967
chrV:11119812:11122493:mboa-2:WBGene00010408	1334,731432	0,345604096	0,095300761	3,626456835	0,000287337	0,011121625
chrIV:292422:298304:pnp-1:WBGene00019298	3364,555628	0,422668353	0,116699483	3,621852821	0,000292501	0,011255798
chrIII:5163756:5165311:T10F2.2:WBGene00020422	722,8004898	0,437908848	0,120914205	3,621649327	0,000292731	0,011255798
chrIII:908320:909902:crls-1:WBGene00017763	2075,946204	0,45594509	0,125895746	3,621608405	0,000292777	0,011255798
chrV:15134197:15136801:aipl-1:WBGene00010685	5096,753589	0,41818979	0,115565698	3,618632508	0,000296164	0,011360473
chrI:5667068:5668840:F55F8.8:WBGene00018896	65,4707104	-0,662654341	0,183276771	-3,615593718	0,00029966	0,011468868
chrX:3604290:3605741:C18B2.4:WBGene00015955	1161,883551	0,614104206	0,169959898	3,613230013	0,000302406	0,011548137
chrIV:4446215:4446998:htz-1:WBGene00019947	40887,70023	0,385998907	0,106896713	3,610952067	0,000305075	0,011624107
chrI:3317977:3318584:trx-4:WBGene00021548	2055,612976	0,72236615	0,200173443	3,608701239	0,000307734	0,011661349
chrIV:16522528:16526138:Y51H4A.5:WBGene00013101	40,76580192	0,703581913	0,194979333	3,608494811	0,000307979	0,011661349
chrIV:14996725:15000519:Y41E3.461:WBGene00219444	21,30613623	-1,021866162	0,283255378	-3,607579034	0,000309067	0,011661349
chrV:1779656:1782022:F36H9.5:WBGene00018113	526,1641497	0,415489237	0,115181353	3,607261317	0,000309446	0,011661349
chrI:13589073:13598505:eipr-1:WBGene00013599	589,1042499	0,333484664	0,092448473	3,607249033	0,000309461	0,011661349
chrIII:3701928:3703172:C14B1.2:WBGene00007573	557,4653824	0,764710471	0,212045124	3,606357256	0,000310526	0,011675761
chrIII:5774678:5790650:rev-3:WBGene00021344	902,6564934	0,520012802	0,144263024	3,60461599	0,000312615	0,011712658
chrX:11647422:11648196:T04F8.8:WBGene00011446	234,6273339	1,462904977	0,405921308	3,603912747	0,000313462	0,011712658
chrI:4964666:4967089:app-1:WBGene00000155	2108,853302	0,425496179	0,118067733	3,603831188	0,000313561	0,011712658
chrV:10297398:10298985:B0024.4:WBGene00007097	93,5589916	1,354841529	0,376046928	3,602852276	0,000314744	0,011724043
chrIII:11746765:11750175:mrt-2:WBGene00003417	430,329998	0,456919802	0,126835967	3,60244663	0,000315236	0,011724043
chrII:4043054:4044330:rpn-11:WBGene00004467	5167,797257	0,443327264	0,123124682	3,600636816	0,000317439	0,011780351
chrIV:4199500:4204375:pax-2:WBGene00003938	44,84079952	-0,607922585	0,168890065	-3,599516561	0,000318809	0,011783411
chrX:15964099:15964230:C09G1.7:WBGene00284856	49,32954594	1,236138214	0,343424798	3,599443666	0,000318899	0,011783411
chrX:4581587:4585679:C05E11.7:WBGene00015496	244,5996367	-0,384392217	0,106837346	-3,597919924	0,000320772	0,011802833
chrIV:1834627:1847962:ccm-2:WBGene00019462	148,3458853	-0,365218007	0,101516841	-3,597610053	0,000321155	0,011802833
chrII:3662203:3662986:F19B10.13:WBGene00194713	156,9750531	1,772741515	0,492792975	3,597335201	0,000321494	0,011802833
chrIII:8402048:8403607:cutc-1:WBGene00022702	1680,579973	0,379934987	0,105691735	3,594746416	0,000324708	0,011895287
chrX:6252273:6253785:W05H9.3:WBGene00021050	6714,14442	0,429320239	0,119559816	3,590840569	0,000329613	0,012049195
chrIV:13347664:13348656:W02A2.9:WBGene00044280	1034,227646	0,861309634	0,239930249	3,589833456	0,000330889	0,012064445
chrI:7835813:7836967:gras-1:WBGene00009272	1053,515792	0,432466786	0,120484445	3,589399329	0,000331441	0,012064445
chrIII:13343416:13344610:ife-1:WBGene00002059	5793,729042	0,70218709	0,195682233	3,588404931	0,000332707	0,012084832
chrII:4523621:4524589:B0304.2:WBGene00015134	485,9208197	0,799114783	0,222822769	3,586324625	0,000335371	0,012155793
chrIV:11603612:11604931:ragc-1:WBGene00012497	3120,06593	0,384332205	0,107218135	3,584582096	0,000337618	0,012211363
chrX:10156857:10160438:erd-2.1:WBGene00001331	6879,536494	0,589416258	0,164490786	3,583278261	0,000339309	0,012226598
chrI:2620649:2621859:pid-3:WBGene00021270	2936,263113	0,525925716	0,146777268	3,583155092	0,000339469	0,012226598
chrII:5112381:5114153:F09C12.8:WBGene00017279	9,874605469	-1,265345323	0,353363067	-3,580864677	0,000342459	0,012294038
chrV:15359677:15359827:C29F3.9:WBGene00197891	11,45409928	1,179176546	0,3293218	3,580620978	0,000342779	0,012294038
chrII:1817280:1818400:fbxb-10:WBGene00020362	529,9972877	0,524221319	0,146610268	3,575611224	0,000349411	0,01245216
chrV:5084793:5084880:Y58A7A.7:WBGene00195625	11,05553579	1,788928121	0,500371894	3,575197053	0,000349964	0,01245216
chrV:5084793:5084880:Y58A7A.8:WBGene00196200	11,05553579	1,788928121	0,500371894	3,575197053	0,000349964	0,01245216
chrIV:4291466:4291872:F15E6.4:WBGene00017485	21,08012012	2,206115846	0,617096811	3,57499149	0,000350239	0,01245216
chrIV:7083871:7083930:Y43B11AR.7:WBGene00045086	248,249402	-0,600907664	0,168107073	-3,574553128	0,000350827	0,01245216
chrV:19432440:19433072:C25F9.11:WBGene00045411	417,3902546	1,127250491	0,31555199	3,572313045	0,000353842	0,012533189
chrII:11235044:11236387:cchl-1:WBGene00011527	3102,358129	0,392867258	0,110028205	3,57060499	0,000356158	0,012589143
chrIV:5319252:5325044:slc-46A:WBGene00021159	450,7517044	0,366794167	0,102804448	3,567882277	0,000359878	0,012694422
chrI:9232068:9233560:aph-1:WBGene00000147	1727,914657	0,479957989	0,134549848	3,567138835	0,0003609	0,012694742
chrX:13642347:13646898:acr-9:WBGene00000048	215,7884705	-0,411999383	0,115509626	-3,566796958	0,000361371	0,012694742
chrI:8994001:8998602:tba-6:WBGene00006532	375,8290563	-0,334827336	0,093892854	-3,566057714	0,000362392	0,012704499
chrII:2586077:2586911:F33H12.7:WBGene00045457	44,88592351	2,140335307	0,600441401	3,564603148	0,000364407	0,012749033
chrIII:9745861:9747193:iff-1:WBGene00002064	6426,434793	0,76683012	0,215224355	3,562933766	0,000366733	0,012766571
chrV:8532532:8533111:his-8:WBGene00001882	82,18213302	0,621408964	0,174411096	3,562898107	0,000366783	0,012766571
chrIV:9251378:9254021:Y11D7A.8:WBGene00012432	68,5769651	-0,58072144	0,163003224	-3,562637759	0,000367147	0,012766571
chrV:4750593:4753816:C18G1.6:WBGene00015984	72,85364037	-0,663129034	0,18620444	-3,561295501	0,000369029	0,012805996
chrIV:7720562:7723202:C50F7.6:WBGene00016846	404,9135365	-0,575665301	0,161769985	-3,558542102	0,000372919	0,012914774
chrV:19624750:19630761:dyf-19:WBGene00012826	825,7537785	-0,524334098	0,147384867	-3,557584365	0,000374281	0,012917852
chrI:6719363:6723059:W02D3.4:WBGene00020933	1985,683673	0,343464423	0,096556345	3,557139861	0,000374915	0,012917852
chrV:12072861:12074986:R07B7.6:WBGene00011090	203,95251	-0,620109483	0,174378527	-3,556111492	0,000376384	0,012917852
chrI:9653020:9657008:T05F1.11:WBGene00011495	462,9315991	-0,999384829	0,281127096	-3,554921755	0,000378092	0,012917852
chrI:10566349:10567300:pas-5:WBGene00003926	5984,296312	0,688908316	0,19379251	3,554875853	0,000378158	0,012917852
chrI:5507116:5509288:zipt-11:WBGene00019077	2457,487174	0,400374631	0,112630805	3,554752453	0,000378335	0,012917852
chrIV:6519717:6522306:C01G5.9:WBGene00015311	817,253852	-0,405310383	0,114035004	-3,554262898	0,00037904	0,012917852
chrIII:4731937:4734099:F17C8.3:WBGene00008910	550,5369926	-0,507544007	0,142798902	-3,554257081	0,000379048	0,012917852
chrIV:11842420:11846368:F38H4.3:WBGene00009547	417,9005244	-0,649969467	0,182924239	-3,553216734	0,000380551	0,01294179
chrIV:11106417:11107579:T05E11.9:WBGene00014505	39984,31216	0,572166115	0,161068575	3,55231376	0,000381859	0,01294179
chrIII:6171221:6172800:F42A10.5:WBGene00018341	3847,143091	0,421537199	0,118673933	3,552062259	0,000382224	0,01294179
chrII:6365739:6366897:clec-88:WBGene00019606	6522,78859	0,570529388	0,160636382	3,551682251	0,000382777	0,01294179
chrI:5298754:5300331:hpo-32:WBGene00015313	137,0012195	0,443154763	0,124817129	3,55043226	0,000384599	0,012947969
chrIII:5874675:5876470:aldo-2:WBGene00017166	20970,97392	0,456948885	0,128708185	3,550270587	0,000384835	0,012947969
chrII:6488830:6489761:snr-3:WBGene00004916	7949,134948	0,722243127	0,203448726	3,55000074	0,00038523	0,012947969
chrI:4449878:4450927:cmt-1:WBGene00016564	1602,208813	0,622448104	0,175394339	3,548849454	0,000386918	0,01297921
chrV:14689109:14691963:gasr-8:WBGene00008144	557,6669538	-0,811178415	0,228613287	-3,548255763	0,000387791	0,012983046
chrI:4193240:4203303:snrp-40.2:WBGene00015974	494,1987965	0,522704214	0,147361076	3,54709824	0,000389499	0,013014755
chrV:8026690:8028789:F43H9.4:WBGene00018400	266,2682569	0,795568696	0,224333172	3,546371178	0,000390576	0,013025279
chrIV:10533938:10536450:T07G12.3:WBGene00011594	995,1096304	-0,637310638	0,179852134	-3,543525587	0,000394815	0,013136713
chrIII:1951975:1961952:mboa-6:WBGene00020115	6357,054446	0,434016347	0,12249622	3,543099926	0,000395453	0,013136713
chrIII:10436275:10438110:enu-3.1:WBGene00010362	582,7777885	0,460770575	0,1300691	3,542506053	0,000396344	0,013140811
chrV:16023350:16024196:cwc-15:WBGene00011687	10006,10608	0,554693379	0,15665809	3,540789867	0,000398931	0,013194543
chrV:14301412:14306446:F14D7.6:WBGene00008793	208,2688304	-0,464966138	0,131331194	-3,540408967	0,000399507	0,013194543
chrV:12954001:12955229:eif-3.K:WBGene00001233	3418,989412	0,495682462	0,140191134	3,535761833	0,000406601	0,013386615
chrV:15816463:15817149:F54B8.4:WBGene00010019	557,6460887	0,717962217	0,203067993	3,535575481	0,000406888	0,013386615
chrIV:6601673:6602443:sup-36:WBGene00018164	8353,648052	0,568742282	0,160917461	3,534372696	0,000408744	0,013400618
chrIV:10149165:10150602:tsp-12:WBGene00006638	3202,30525	0,326846209	0,092478741	3,534284821	0,00040888	0,013400618
chrIII:3461702:3467725:pph-6:WBGene00007922	3079,05911	0,403895129	0,114334671	3,532569143	0,000411543	0,013462085
chrX:14558503:14561429:nhr-3:WBGene00003602	2971,554008	0,41307972	0,116955794	3,53193037	0,000412538	0,013468892
chrV:9508131:9510429:acs-14:WBGene00008669	1933,048367	0,235525727	0,06670254	3,530985908	0,000414014	0,01349133
chrI:9886188:9888222:nas-5:WBGene00003524	40,24730043	-0,711036031	0,201432225	-3,529902087	0,000415713	0,013520963
chrI:2888878:2889434:Y71F9AL.25:WBGene00304792	1393,132669	0,540453498	0,15313909	3,529167485	0,000416869	0,013532824
chrIV:1229079:1230793:W09G12.7:WBGene00021121	59,29963333	1,158054498	0,328335934	3,527041596	0,000420231	0,01358378
chrII:3717260:3719772:fbxc-52:WBGene00016710	2075,062463	0,281786559	0,07990098	3,526697146	0,000420778	0,01358378
chrI:15031148:15033039:F33H2.8:WBGene00009371	890,8883825	0,515977627	0,146325471	3,52623248	0,000421517	0,01358378
chrV:15185890:15186329:Y75B12B.3:WBGene00013568	31,43624893	1,099313504	0,311758433	3,526170865	0,000421615	0,01358378
chrII:8997826:8999726:tdp-1:WBGene00006514	4808,52857	0,32317727	0,091677965	3,525135751	0,000423266	0,013611338
chrI:7113016:7115001:gly-19:WBGene00001644	230,8395691	-0,419686805	0,119095057	-3,523964933	0,000425141	0,013635445
chrX:15077600:15077633:H40L08.8:WBGene00303066	57,76342984	0,599488844	0,170150086	3,523294383	0,000426218	0,013635445
chrIV:17285732:17287454:zipt-7.1:WBGene00044067	302,453902	0,56358265	0,159964332	3,523176972	0,000426407	0,013635445
chrII:8066286:8068184:pdha-1:WBGene00011510	6360,653213	0,297975816	0,084593196	3,522456067	0,000427568	0,013647074
chrIII:7463796:7465244:H14A12.3:WBGene00019196	1025,39284	0,227689753	0,06467816	3,520349861	0,000430978	0,013680062
chrIV:17308510:17311766:T28F3.9:WBGene00012135	80,15913627	-0,708529587	0,201278048	-3,520153306	0,000431297	0,013680062
chrII:3005845:3007510:lido-12:WBGene00016573	1685,24382	0,48783076	0,138590689	3,519938909	0,000431646	0,013680062
chrI:2223306:2233099:gcy-17:WBGene00001542	32,39285338	-1,061913548	0,301711044	-3,519637644	0,000432137	0,013680062
chrV:147515:151388:W03F9.4:WBGene00021002	2602,823749	0,82028424	0,233078091	3,519353689	0,0004326	0,013680062
chrII:2289113:2290295:K09F6.13:WBGene00235164	547,2469515	1,010252551	0,287357194	3,515668208	0,000438649	0,013845763
chrII:5104117:5108901:mpk-2:WBGene00003402	470,788731	-0,463333384	0,131884387	-3,513178425	0,00044278	0,013950425
chrV:5568187:5570533:glb-6:WBGene00015969	149,4596224	-0,690028294	0,19661696	-3,509505462	0,000448941	0,014118529
chrV:7530139:7531463:swt-2:WBGene00016922	12,56015103	-1,20119685	0,342892657	-3,503127952	0,000459829	0,014427259
chrII:4763080:4764184:F26G1.2:WBGene00017838	554,6026289	0,895075224	0,25553344	3,502771398	0,000460444	0,014427259
chrIV:10129256:10130244:K08F4.3:WBGene00010678	276,9986307	0,674929964	0,192733921	3,501874298	0,000461998	0,014449458
chrI:6009781:6011586:rnf-1:WBGene00004380	475,9352966	0,48437832	0,138346758	3,501190239	0,000463185	0,014460165
chrV:16100626:16102750:cth-1:WBGene00009048	1349,303949	0,452945837	0,129437685	3,499335125	0,00046642	0,01452009
chrII:10448265:10450222:ZK673.2:WBGene00014058	2812,71491	0,368430491	0,105300217	3,498857831	0,000467256	0,01452009
chrIV:10114524:10115129:C04G2.14:WBGene00255426	22,31159587	1,145201304	0,32732827	3,498632441	0,000467651	0,01452009
chrIV:5344591:5350947:gba-4:WBGene00021160	157,1718592	-0,669463284	0,191415284	-3,49743903	0,000469748	0,014558786
chrIII:5461378:5464382:F48E8.3:WBGene00018610	3715,174914	0,292460535	0,083641584	3,496592492	0,000471241	0,014578649
chrII:3246315:3248174:fbxc-50:WBGene00015912	443,4079674	0,686986325	0,19656401	3,494975126	0,000474106	0,014640802
chrIII:10314465:10318162:unc-50:WBGene00006785	3375,968193	0,406905935	0,116533907	3,491738554	0,000479888	0,014744762
chrII:11100478:11103779:C09H10.5:WBGene00007499	1223,787947	0,303902955	0,087036743	3,491662763	0,000480024	0,014744762
chrV:14325786:14327876:F47B8.5:WBGene00009806	432,9369913	-0,545698807	0,156287079	-3,491643774	0,000480058	0,014744762
chrV:12261530:12263368:tbb-6:WBGene00006539	138,3229995	1,745875613	0,500253427	3,489982317	0,000483053	0,014810148
chrX:17680820:17684811:T23E7.6:WBGene00044772	59,23165069	0,916597193	0,262696419	3,489188002	0,00048449	0,014827656
chrIII:9562330:9563335:C48B4.9:WBGene00008172	244,2660129	0,621535427	0,17820869	3,487683046	0,000487225	0,014882356
chrIV:7227273:7228306:D2024.5:WBGene00017053	1646,364733	0,427555012	0,122618899	3,486860624	0,000488726	0,014882356
chrX:10379692:10386508:dyf-6:WBGene00001122	548,2969024	-0,31631775	0,090719358	-3,486772356	0,000488887	0,014882356
chrIV:11636647:11638209:F58B3.6:WBGene00010232	4234,530082	0,265115225	0,076067614	3,485257552	0,000491664	0,014922138
chrX:10787502:10789700:ttr-14:WBGene00011460	16,46331484	-0,950073628	0,27260953	-3,485107911	0,000491939	0,014922138
chrII:9841094:9842036:rnh-1.2:WBGene00014163	184,365162	0,684015068	0,196349185	3,483666445	0,000494595	0,014976176
chrX:2822753:2823508:linc-56:WBGene00219650	92,68459167	-0,506514486	0,145432544	-3,482813891	0,000496173	0,014997404
chrI:5340828:5342045:F55A12.18:WBGene00304996	19,08436933	1,218944165	0,350108072	3,481622574	0,000498386	0,015036569
chrV:4903929:4905942:ugt-8:WBGene00019234	217,3056241	1,010639763	0,290345867	3,480813327	0,000499894	0,015036569
chrIV:4744376:4745492:timm-17B.1:WBGene00017119	4636,91991	0,542880005	0,155968637	3,480699805	0,000500106	0,015036569
chrX:15923737:15925169:F31B9.3:WBGene00009280	236,4594338	0,545856975	0,156878422	3,479490479	0,000502368	0,015036637
chrII:10821030:10822470:ech-4:WBGene00001153	3787,344802	0,260595055	0,074901087	3,479189241	0,000502933	0,015036637
chrI:1842444:1843227:emr-1:WBGene00001309	2290,049231	0,450605938	0,129531774	3,478728984	0,000503798	0,015036637
chrIV:218550:220855:prdx-6:WBGene00021401	1238,049901	0,616886933	0,177343102	3,478494096	0,00050424	0,015036637
chrV:16951803:16953629:clec-238:WBGene00013622	37,35406943	0,756061525	0,217361847	3,478354342	0,000504503	0,015036637
chrIV:15641230:15643828:Y105C5A.13:WBGene00013637	257,1668292	1,158459026	0,33315784	3,477207756	0,000506665	0,015046829
chrV:20879600:20898909:unc-80:WBGene00006812	1426,220316	-1,086697871	0,312610917	-3,476199363	0,000508574	0,015046829
chrV:2385955:2390722:C01B4.7:WBGene00015271	147,4959309	1,027680344	0,295660781	3,475876442	0,000509187	0,015046829
chrV:2385955:2390722:Y19D10A.4:WBGene00021219	147,4959309	1,027680344	0,295660781	3,475876442	0,000509187	0,015046829
chrIV:7231234:7232822:D2024.4:WBGene00017052	379,5257404	-0,509350484	0,146550908	-3,475587357	0,000509736	0,015046829
chrIII:4413456:4414748:mpc-1:WBGene00011119	1211,086505	0,601197065	0,172987209	3,475384494	0,000510122	0,015046829
chrV:5960580:5963882:pcm-1:WBGene00003954	1503,129489	0,501703296	0,144423598	3,473831859	0,000513082	0,015108114
chrI:6203896:6206927:T05E7.1:WBGene00020258	104,0840012	-0,466048607	0,134203164	-3,472709544	0,000515233	0,015114301
chrIII:13133932:13139626:bre-2:WBGene00000267	265,9766854	-0,657333708	0,189298157	-3,472478122	0,000515677	0,015114301
chrII:6660273:6661070:T19D12.3:WBGene00020578	33,35891431	-1,271916818	0,366299645	-3,472339753	0,000515943	0,015114301
chrII:9323954:9324873:tag-175:WBGene00006520	977,7344332	0,588948354	0,169710892	3,470303803	0,00051987	0,015203309
chrIII:10506678:10506825:F43D9.8:WBGene00196933	852,5691603	0,744274034	0,214542226	3,469126097	0,000522154	0,015244055
chrII:14060738:14062960:W01G7.4:WBGene00012188	2881,133476	0,634522393	0,182959456	3,468103842	0,000524145	0,01525918
chrII:15042804:15044011:Y53F4B.45:WBGene00044728	2688,611616	0,686887683	0,198067689	3,467944146	0,000524456	0,01525918
chrII:11720401:11722335:F13D12.3:WBGene00008739	218,9954254	1,333877159	0,3847325	3,467024908	0,000526253	0,015285464
chrIII:9465766:9467189:B0464.9:WBGene00007188	1425,770544	0,30943052	0,089296464	3,465204609	0,000529828	0,015363222
chrII:7162444:7165849:C27H5.4:WBGene00016174	156,1216192	0,388394375	0,112124226	3,463964812	0,000532276	0,015393897
chrIII:6028789:6030583:ZK328.6:WBGene00022695	188,1174382	-0,544751218	0,157271736	-3,463757902	0,000532686	0,015393897
chrI:8727217:8728487:pas-4:WBGene00003925	2871,522035	0,562149207	0,162443999	3,46057232	0,000539028	0,015550925
chrI:9793755:9796675:hrdl-1:WBGene00009164	2696,697251	0,424303707	0,122657648	3,459251941	0,000541678	0,015585764
chrV:453748:456795:nhr-98:WBGene00003688	442,665664	-0,416670536	0,120472886	-3,458624998	0,00054294	0,015585764
chrI:12967215:12968280:pbs-2:WBGene00003948	3269,9041	0,493084654	0,142600729	3,457798966	0,000544608	0,015585764
chrX:1943949:1945031:rgs-8.1:WBGene00004351	420,4385958	0,432611604	0,125115956	3,457685329	0,000544837	0,015585764
chrX:1943949:1945031:rgs-8.2:WBGene00021988	420,4385958	0,432611604	0,125115956	3,457685329	0,000544837	0,015585764
chrX:9020423:9021755:T25B6.5:WBGene00020791	14,68293345	1,443952641	0,417658344	3,457257974	0,000545702	0,015585764
chrI:11256525:11259233:F36D1.8:WBGene00009467	142,4225919	0,687019709	0,198758273	3,456559057	0,000547119	0,015600195
chrIII:10506110:10506801:sip-1:WBGene00004798	8842,492369	0,645353871	0,186825012	3,454322652	0,000551677	0,015703975
chrII:5209779:5210978:C34F11.8:WBGene00016417	64,74820477	1,571727207	0,455212221	3,452735088	0,000554934	0,015770441
chrII:5556730:5557171:ins-11:WBGene00002094	10,82859261	1,362206718	0,394805319	3,450325139	0,000559912	0,015885523
chrI:10452177:10452895:Y106G6H.8:WBGene00013720	585,0929092	0,708125757	0,205273394	3,449671399	0,000561269	0,015897674
chrIV:4651043:4652447:ubc-9:WBGene00006706	7287,59819	0,397057633	0,115178916	3,447311774	0,000566195	0,015991703
chrV:13498785:13511718:avr-15:WBGene00000233	590,7287518	-0,359478129	0,104281617	-3,447185975	0,000566459	0,015991703
chrI:343068:348424:mbtr-1:WBGene00021661	1088,127512	0,468444862	0,135963622	3,445369106	0,00057028	0,016073067
chrV:3503125:3505696:ugt-64:WBGene00015577	701,1043661	0,350484472	0,101766405	3,444009573	0,000573155	0,016127537
chrIII:9745992:9746232:T05G5.17:WBGene00271656	1569,033868	0,756515023	0,219804476	3,441763509	0,000577935	0,01623091
chrI:7088029:7090062:nars-1:WBGene00003815	3279,272643	0,423166238	0,122963637	3,44139332	0,000578727	0,01623091
